"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Venezuela (Bolivarian Republic of)","1987","Total","April","Data tabulated by year of occurrence","Final figure, complete","1992","40205","35"
"Venezuela (Bolivarian Republic of)","1987","Total","May","Data tabulated by year of occurrence","Final figure, complete","1992","38784","35"
"Venezuela (Bolivarian Republic of)","1987","Total","June","Data tabulated by year of occurrence","Final figure, complete","1992","43085","35"
"Venezuela (Bolivarian Republic of)","1987","Total","July","Data tabulated by year of occurrence","Final figure, complete","1992","45734","35"
"Venezuela (Bolivarian Republic of)","1987","Total","August","Data tabulated by year of occurrence","Final figure, complete","1992","44091","35"
"Venezuela (Bolivarian Republic of)","1987","Total","September","Data tabulated by year of occurrence","Final figure, complete","1992","45059","35"
"Venezuela (Bolivarian Republic of)","1987","Total","October","Data tabulated by year of occurrence","Final figure, complete","1992","44882","35"
"Venezuela (Bolivarian Republic of)","1987","Total","November","Data tabulated by year of occurrence","Final figure, complete","1992","45855","35"
"Venezuela (Bolivarian Republic of)","1987","Total","December","Data tabulated by year of occurrence","Final figure, complete","1992","40114","35"
"Venezuela (Bolivarian Republic of)","1986","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1987","504278","35"
"Venezuela (Bolivarian Republic of)","1986","Total","January","Data tabulated by year of occurrence","Final figure, complete","1987","39300","35"
"Venezuela (Bolivarian Republic of)","1986","Total","February","Data tabulated by year of occurrence","Final figure, complete","1987","37187","35"
"Venezuela (Bolivarian Republic of)","1986","Total","March","Data tabulated by year of occurrence","Final figure, complete","1987","40620","35"
"Venezuela (Bolivarian Republic of)","1986","Total","April","Data tabulated by year of occurrence","Final figure, complete","1987","44319","35"
"Venezuela (Bolivarian Republic of)","1986","Total","May","Data tabulated by year of occurrence","Final figure, complete","1987","39862","35"
"Venezuela (Bolivarian Republic of)","1986","Total","June","Data tabulated by year of occurrence","Final figure, complete","1987","40136","35"
"Venezuela (Bolivarian Republic of)","1986","Total","July","Data tabulated by year of occurrence","Final figure, complete","1987","43745","35"
"Venezuela (Bolivarian Republic of)","1986","Total","August","Data tabulated by year of occurrence","Final figure, complete","1987","44026","35"
"Venezuela (Bolivarian Republic of)","1986","Total","September","Data tabulated by year of occurrence","Final figure, complete","1987","43851","35"
"Venezuela (Bolivarian Republic of)","1986","Total","October","Data tabulated by year of occurrence","Final figure, complete","1987","46085","35"
"Venezuela (Bolivarian Republic of)","1986","Total","November","Data tabulated by year of occurrence","Final figure, complete","1987","42230","35"
"Venezuela (Bolivarian Republic of)","1986","Total","December","Data tabulated by year of occurrence","Final figure, complete","1987","42917","35"
"Venezuela (Bolivarian Republic of)","1985","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1986","502329","35"
"Venezuela (Bolivarian Republic of)","1985","Total","January","Data tabulated by year of occurrence","Final figure, complete","1986","42460","35"
"Venezuela (Bolivarian Republic of)","1985","Total","February","Data tabulated by year of occurrence","Final figure, complete","1986","39221","35"
"Venezuela (Bolivarian Republic of)","1985","Total","March","Data tabulated by year of occurrence","Final figure, complete","1986","47406","35"
"Venezuela (Bolivarian Republic of)","1985","Total","April","Data tabulated by year of occurrence","Final figure, complete","1986","39181","35"
"Venezuela (Bolivarian Republic of)","1985","Total","May","Data tabulated by year of occurrence","Final figure, complete","1986","44742","35"
"Venezuela (Bolivarian Republic of)","1985","Total","June","Data tabulated by year of occurrence","Final figure, complete","1986","37365","35"
"Venezuela (Bolivarian Republic of)","1985","Total","July","Data tabulated by year of occurrence","Final figure, complete","1986","44461","35"
"Venezuela (Bolivarian Republic of)","1985","Total","August","Data tabulated by year of occurrence","Final figure, complete","1986","43601","35"
"Venezuela (Bolivarian Republic of)","1985","Total","September","Data tabulated by year of occurrence","Final figure, complete","1986","40707","35"
"Venezuela (Bolivarian Republic of)","1985","Total","October","Data tabulated by year of occurrence","Final figure, complete","1986","43949","35"
"Venezuela (Bolivarian Republic of)","1985","Total","November","Data tabulated by year of occurrence","Final figure, complete","1986","41753","35"
"Venezuela (Bolivarian Republic of)","1985","Total","December","Data tabulated by year of occurrence","Final figure, complete","1986","37483","35"
"Venezuela (Bolivarian Republic of)","1984","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1986","503973","35"
"Venezuela (Bolivarian Republic of)","1984","Total","January","Data tabulated by year of occurrence","Final figure, complete","1986","34002","35"
"Venezuela (Bolivarian Republic of)","1984","Total","February","Data tabulated by year of occurrence","Final figure, complete","1986","41542","35"
"Venezuela (Bolivarian Republic of)","1984","Total","March","Data tabulated by year of occurrence","Final figure, complete","1986","42639","35"
"Venezuela (Bolivarian Republic of)","1984","Total","April","Data tabulated by year of occurrence","Final figure, complete","1986","39748","35"
"Venezuela (Bolivarian Republic of)","1984","Total","May","Data tabulated by year of occurrence","Final figure, complete","1986","43569","35"
"Venezuela (Bolivarian Republic of)","1984","Total","June","Data tabulated by year of occurrence","Final figure, complete","1986","40438","35"
"Venezuela (Bolivarian Republic of)","1984","Total","July","Data tabulated by year of occurrence","Final figure, complete","1986","42399","35"
"Venezuela (Bolivarian Republic of)","1984","Total","August","Data tabulated by year of occurrence","Final figure, complete","1986","48303","35"
"Venezuela (Bolivarian Republic of)","1984","Total","September","Data tabulated by year of occurrence","Final figure, complete","1986","42679","35"
"Venezuela (Bolivarian Republic of)","1984","Total","October","Data tabulated by year of occurrence","Final figure, complete","1986","46581","35"
"Venezuela (Bolivarian Republic of)","1984","Total","November","Data tabulated by year of occurrence","Final figure, complete","1986","44948","35"
"Venezuela (Bolivarian Republic of)","1984","Total","December","Data tabulated by year of occurrence","Final figure, complete","1986","37125","35"
"Venezuela (Bolivarian Republic of)","1983","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1985","514381","35"
"Venezuela (Bolivarian Republic of)","1983","Total","January","Data tabulated by year of occurrence","Final figure, complete","1985","37276","35"
"Venezuela (Bolivarian Republic of)","1983","Total","February","Data tabulated by year of occurrence","Final figure, complete","1985","38659","35"
"Venezuela (Bolivarian Republic of)","1983","Total","March","Data tabulated by year of occurrence","Final figure, complete","1985","46649","35"
"Venezuela (Bolivarian Republic of)","1983","Total","April","Data tabulated by year of occurrence","Final figure, complete","1985","38652","35"
"Venezuela (Bolivarian Republic of)","1983","Total","May","Data tabulated by year of occurrence","Final figure, complete","1985","44418","35"
"Venezuela (Bolivarian Republic of)","1983","Total","June","Data tabulated by year of occurrence","Final figure, complete","1985","43735","35"
"Venezuela (Bolivarian Republic of)","1983","Total","July","Data tabulated by year of occurrence","Final figure, complete","1985","41472","35"
"Venezuela (Bolivarian Republic of)","1983","Total","August","Data tabulated by year of occurrence","Final figure, complete","1985","48423","35"
"Venezuela (Bolivarian Republic of)","1983","Total","September","Data tabulated by year of occurrence","Final figure, complete","1985","44944","35"
"Venezuela (Bolivarian Republic of)","1983","Total","October","Data tabulated by year of occurrence","Final figure, complete","1985","43685","35"
"Venezuela (Bolivarian Republic of)","1983","Total","November","Data tabulated by year of occurrence","Final figure, complete","1985","49993","35"
"Venezuela (Bolivarian Republic of)","1983","Total","December","Data tabulated by year of occurrence","Final figure, complete","1985","36475","35"
"Venezuela (Bolivarian Republic of)","1982","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1985","510532","35"
"Venezuela (Bolivarian Republic of)","1982","Total","January","Data tabulated by year of occurrence","Final figure, complete","1985","35665","35"
"Venezuela (Bolivarian Republic of)","1982","Total","February","Data tabulated by year of occurrence","Final figure, complete","1985","36448","35"
"Venezuela (Bolivarian Republic of)","1982","Total","March","Data tabulated by year of occurrence","Final figure, complete","1985","50783","35"
"Venezuela (Bolivarian Republic of)","1982","Total","April","Data tabulated by year of occurrence","Final figure, complete","1985","37067","35"
"Venezuela (Bolivarian Republic of)","1982","Total","May","Data tabulated by year of occurrence","Final figure, complete","1985","42730","35"
"Venezuela (Bolivarian Republic of)","1982","Total","June","Data tabulated by year of occurrence","Final figure, complete","1985","41728","35"
